"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0002440","BP","GO:0002440","production of molecular mediator of immune response",62,0.625950667823398,2.90231562818562,0.000109661147055598,0.0173111246981515,0.015066012538433,552,"tags=66%, list=21%, signal=54%","ENSG00000211670/ENSG00000211648/ENSG00000211653/ENSG00000244575/ENSG00000211660/ENSG00000211651/ENSG00000211662/ENSG00000240382/ENSG00000243466/ENSG00000239951/ENSG00000223350/ENSG00000211640/ENSG00000244437/ENSG00000211659/ENSG00000241755/ENSG00000211637/ENSG00000211663/ENSG00000170476/ENSG00000211625/ENSG00000211649/ENSG00000211669/ENSG00000240864/ENSG00000211666/ENSG00000211668/ENSG00000211598/ENSG00000211655/ENSG00000211650/ENSG00000121807/ENSG00000243290/ENSG00000211658/ENSG00000239855/ENSG00000243264/ENSG00000251546/ENSG00000115604/ENSG00000211611/ENSG00000115594/ENSG00000211632/ENSG00000211638/ENSG00000224041/ENSG00000211664/ENSG00000107485"
"GO:0031514","CC","GO:0031514","motile cilium",62,0.576917585625054,2.6749662729126,0.000109661147055598,0.0173111246981515,0.015066012538433,735,"tags=71%, list=28%, signal=52%","ENSG00000167858/ENSG00000145491/ENSG00000140057/ENSG00000156206/ENSG00000123977/ENSG00000118492/ENSG00000166596/ENSG00000111834/ENSG00000185681/ENSG00000137473/ENSG00000163060/ENSG00000101222/ENSG00000160188/ENSG00000122735/ENSG00000115423/ENSG00000186710/ENSG00000159625/ENSG00000165164/ENSG00000181378/ENSG00000163885/ENSG00000157856/ENSG00000111837/ENSG00000158486/ENSG00000206113/ENSG00000155761/ENSG00000197748/ENSG00000077327/ENSG00000164675/ENSG00000272514/ENSG00000039139/ENSG00000183346/ENSG00000089101/ENSG00000155875/ENSG00000164972/ENSG00000118997/ENSG00000139537/ENSG00000152582/ENSG00000152763/ENSG00000112981/ENSG00000129295/ENSG00000137691/ENSG00000163075/ENSG00000112530/ENSG00000120051"
"GO:0002252","BP","GO:0002252","immune effector process",90,0.534632760103779,2.63941441563214,0.000106067034365719,0.0173111246981515,0.015066012538433,404,"tags=49%, list=15%, signal=43%","ENSG00000211897/ENSG00000211895/ENSG00000211937/ENSG00000211966/ENSG00000211890/ENSG00000211941/ENSG00000211592/ENSG00000211892/ENSG00000211951/ENSG00000211943/ENSG00000211896/ENSG00000282639/ENSG00000211945/ENSG00000211955/ENSG00000211949/ENSG00000280411/ENSG00000211965/ENSG00000211947/ENSG00000211677/ENSG00000211972/ENSG00000211679/ENSG00000170476/ENSG00000224650/ENSG00000211956/ENSG00000184995/ENSG00000270550/ENSG00000211933/ENSG00000225698/ENSG00000211935/ENSG00000211950/ENSG00000121807/ENSG00000211938/ENSG00000166527/ENSG00000129654/ENSG00000232216/ENSG00000211964/ENSG00000211899/ENSG00000211967/ENSG00000211976/ENSG00000211952/ENSG00000211685/ENSG00000115604/ENSG00000211970/ENSG00000123838"
"GO:0006955","BP","GO:0006955","immune response",226,0.477389909652167,2.61646966898043,0.000100959111559818,0.0173111246981515,0.015066012538433,508,"tags=44%, list=19%, signal=39%","ENSG00000116690/ENSG00000211670/ENSG00000124882/ENSG00000211648/ENSG00000211897/ENSG00000211895/ENSG00000211653/ENSG00000211937/ENSG00000211966/ENSG00000244575/ENSG00000211890/ENSG00000211941/ENSG00000211592/ENSG00000132465/ENSG00000211660/ENSG00000211892/ENSG00000211651/ENSG00000211662/ENSG00000240382/ENSG00000211951/ENSG00000243466/ENSG00000211943/ENSG00000211896/ENSG00000239951/ENSG00000223350/ENSG00000091181/ENSG00000282639/ENSG00000211640/ENSG00000244437/ENSG00000211659/ENSG00000241755/ENSG00000211637/ENSG00000211663/ENSG00000211945/ENSG00000211955/ENSG00000211949/ENSG00000164509/ENSG00000280411/ENSG00000211965/ENSG00000211947/ENSG00000211677/ENSG00000211972/ENSG00000211679/ENSG00000211625/ENSG00000224650/ENSG00000211956/ENSG00000184995/ENSG00000270550/ENSG00000211649/ENSG00000260314/ENSG00000134460/ENSG00000211669/ENSG00000240864/ENSG00000211666/ENSG00000211933/ENSG00000211668/ENSG00000225698/ENSG00000181374/ENSG00000153064/ENSG00000211935/ENSG00000137801/ENSG00000211598/ENSG00000211950/ENSG00000211655/ENSG00000211650/ENSG00000121807/ENSG00000050730/ENSG00000243290/ENSG00000211938/ENSG00000211658/ENSG00000239855/ENSG00000120217/ENSG00000166527/ENSG00000129654/ENSG00000232216/ENSG00000211964/ENSG00000243264/ENSG00000211899/ENSG00000163568/ENSG00000211967/ENSG00000156234/ENSG00000211976/ENSG00000211952/ENSG00000022556/ENSG00000251546/ENSG00000211685/ENSG00000115604/ENSG00000172116/ENSG00000211970/ENSG00000123838/ENSG00000187116/ENSG00000110777/ENSG00000171867/ENSG00000211611/ENSG00000211789/ENSG00000115594/ENSG00000211632/ENSG00000211638/ENSG00000019169/ENSG00000224041"
"GO:0005930","CC","GO:0005930","axoneme",69,0.542815570967868,2.5662152018312,0.00010864841373316,0.0173111246981515,0.015066012538433,608,"tags=61%, list=23%, signal=48%","ENSG00000167858/ENSG00000156206/ENSG00000186973/ENSG00000162643/ENSG00000166596/ENSG00000111834/ENSG00000163263/ENSG00000154099/ENSG00000157330/ENSG00000163060/ENSG00000179902/ENSG00000101222/ENSG00000188931/ENSG00000160188/ENSG00000122735/ENSG00000115423/ENSG00000186710/ENSG00000186471/ENSG00000163885/ENSG00000157856/ENSG00000111837/ENSG00000118307/ENSG00000158486/ENSG00000183690/ENSG00000155761/ENSG00000169126/ENSG00000197748/ENSG00000077327/ENSG00000157578/ENSG00000272514/ENSG00000174844/ENSG00000039139/ENSG00000146038/ENSG00000150628/ENSG00000188596/ENSG00000089101/ENSG00000155875/ENSG00000215217/ENSG00000157423/ENSG00000118997/ENSG00000139537/ENSG00000152763"
"GO:0097014","CC","GO:0097014","ciliary plasm",69,0.542815570967868,2.5662152018312,0.00010864841373316,0.0173111246981515,0.015066012538433,608,"tags=61%, list=23%, signal=48%","ENSG00000167858/ENSG00000156206/ENSG00000186973/ENSG00000162643/ENSG00000166596/ENSG00000111834/ENSG00000163263/ENSG00000154099/ENSG00000157330/ENSG00000163060/ENSG00000179902/ENSG00000101222/ENSG00000188931/ENSG00000160188/ENSG00000122735/ENSG00000115423/ENSG00000186710/ENSG00000186471/ENSG00000163885/ENSG00000157856/ENSG00000111837/ENSG00000118307/ENSG00000158486/ENSG00000183690/ENSG00000155761/ENSG00000169126/ENSG00000197748/ENSG00000077327/ENSG00000157578/ENSG00000272514/ENSG00000174844/ENSG00000039139/ENSG00000146038/ENSG00000150628/ENSG00000188596/ENSG00000089101/ENSG00000155875/ENSG00000215217/ENSG00000157423/ENSG00000118997/ENSG00000139537/ENSG00000152763"
"GO:0003341","BP","GO:0003341","cilium movement",63,0.539661304862019,2.50734045570128,0.000109733347964446,0.0173111246981515,0.015066012538433,631,"tags=63%, list=24%, signal=49%","ENSG00000183644/ENSG00000167858/ENSG00000080572/ENSG00000145491/ENSG00000123977/ENSG00000162643/ENSG00000166596/ENSG00000111834/ENSG00000137473/ENSG00000154099/ENSG00000163060/ENSG00000101222/ENSG00000270765/ENSG00000122735/ENSG00000115423/ENSG00000186710/ENSG00000159625/ENSG00000165164/ENSG00000181378/ENSG00000163885/ENSG00000157856/ENSG00000158486/ENSG00000155761/ENSG00000169126/ENSG00000197748/ENSG00000077327/ENSG00000004809/ENSG00000272514/ENSG00000039139/ENSG00000004838/ENSG00000188596/ENSG00000089101/ENSG00000197889/ENSG00000157423/ENSG00000118997/ENSG00000139537/ENSG00000152582/ENSG00000152763/ENSG00000112981/ENSG00000129295"
"GO:0042571","CC","GO:0042571","immunoglobulin complex, circulating",8,0.899372413752926,2.40108429445923,0.000142571998859424,0.0173111246981515,0.015066012538433,59,"tags=88%, list=2%, signal=86%","ENSG00000211897/ENSG00000211895/ENSG00000211890/ENSG00000132465/ENSG00000211892/ENSG00000211896/ENSG00000239951"
"GO:0032838","CC","GO:0032838","plasma membrane bounded cell projection cytoplasm",78,0.496949693737963,2.39734578995334,0.000107573149741824,0.0173111246981515,0.015066012538433,573,"tags=53%, list=22%, signal=42%","ENSG00000167858/ENSG00000156206/ENSG00000186973/ENSG00000162643/ENSG00000166596/ENSG00000111834/ENSG00000163263/ENSG00000154099/ENSG00000157330/ENSG00000163060/ENSG00000179902/ENSG00000101222/ENSG00000188931/ENSG00000160188/ENSG00000122735/ENSG00000115423/ENSG00000186710/ENSG00000186471/ENSG00000163885/ENSG00000157856/ENSG00000111837/ENSG00000118307/ENSG00000158486/ENSG00000183690/ENSG00000155761/ENSG00000169126/ENSG00000197748/ENSG00000077327/ENSG00000157578/ENSG00000272514/ENSG00000174844/ENSG00000039139/ENSG00000146038/ENSG00000150628/ENSG00000188596/ENSG00000089101/ENSG00000155875/ENSG00000215217/ENSG00000157423/ENSG00000118997/ENSG00000139537"
"GO:0099568","CC","GO:0099568","cytoplasmic region",79,0.492935283504075,2.38321494038445,0.000107422924051993,0.0173111246981515,0.015066012538433,573,"tags=52%, list=22%, signal=42%","ENSG00000167858/ENSG00000156206/ENSG00000186973/ENSG00000162643/ENSG00000166596/ENSG00000111834/ENSG00000163263/ENSG00000154099/ENSG00000157330/ENSG00000163060/ENSG00000179902/ENSG00000101222/ENSG00000188931/ENSG00000160188/ENSG00000122735/ENSG00000115423/ENSG00000186710/ENSG00000186471/ENSG00000163885/ENSG00000157856/ENSG00000111837/ENSG00000118307/ENSG00000158486/ENSG00000183690/ENSG00000155761/ENSG00000169126/ENSG00000197748/ENSG00000077327/ENSG00000157578/ENSG00000272514/ENSG00000174844/ENSG00000039139/ENSG00000146038/ENSG00000150628/ENSG00000188596/ENSG00000089101/ENSG00000155875/ENSG00000215217/ENSG00000157423/ENSG00000118997/ENSG00000139537"
"GO:0034987","MF","GO:0034987","immunoglobulin receptor binding",8,0.888042650418888,2.37083685036899,0.000142571998859424,0.0173111246981515,0.015066012538433,302,"tags=100%, list=11%, signal=89%","ENSG00000211897/ENSG00000211895/ENSG00000211890/ENSG00000132465/ENSG00000211892/ENSG00000211896/ENSG00000166527/ENSG00000211899"
"GO:0001539","BP","GO:0001539","cilium or flagellum-dependent cell motility",42,0.553309894277218,2.36045852487085,0.000114797382619676,0.0173111246981515,0.015066012538433,669,"tags=67%, list=25%, signal=51%","ENSG00000183644/ENSG00000167858/ENSG00000080572/ENSG00000145491/ENSG00000162643/ENSG00000166596/ENSG00000111834/ENSG00000163060/ENSG00000270765/ENSG00000122735/ENSG00000115423/ENSG00000159625/ENSG00000165164/ENSG00000181378/ENSG00000157856/ENSG00000158486/ENSG00000197748/ENSG00000077327/ENSG00000004809/ENSG00000272514/ENSG00000039139/ENSG00000188596/ENSG00000197889/ENSG00000118997/ENSG00000139537/ENSG00000152582/ENSG00000129295/ENSG00000163075"
"GO:0060285","BP","GO:0060285","cilium-dependent cell motility",42,0.553309894277218,2.36045852487085,0.000114797382619676,0.0173111246981515,0.015066012538433,669,"tags=67%, list=25%, signal=51%","ENSG00000183644/ENSG00000167858/ENSG00000080572/ENSG00000145491/ENSG00000162643/ENSG00000166596/ENSG00000111834/ENSG00000163060/ENSG00000270765/ENSG00000122735/ENSG00000115423/ENSG00000159625/ENSG00000165164/ENSG00000181378/ENSG00000157856/ENSG00000158486/ENSG00000197748/ENSG00000077327/ENSG00000004809/ENSG00000272514/ENSG00000039139/ENSG00000188596/ENSG00000197889/ENSG00000118997/ENSG00000139537/ENSG00000152582/ENSG00000129295/ENSG00000163075"
"GO:0035082","BP","GO:0035082","axoneme assembly",51,0.530254211319192,2.36019228710645,0.000112233445566779,0.0173111246981515,0.015066012538433,641,"tags=63%, list=24%, signal=48%","ENSG00000183644/ENSG00000080572/ENSG00000123977/ENSG00000162643/ENSG00000111834/ENSG00000154099/ENSG00000101222/ENSG00000160188/ENSG00000122735/ENSG00000186710/ENSG00000159625/ENSG00000165164/ENSG00000181378/ENSG00000163885/ENSG00000157856/ENSG00000129654/ENSG00000155761/ENSG00000169126/ENSG00000197748/ENSG00000077327/ENSG00000272514/ENSG00000167646/ENSG00000039139/ENSG00000004838/ENSG00000197889/ENSG00000157423/ENSG00000118997/ENSG00000139537/ENSG00000152582/ENSG00000152763/ENSG00000129295/ENSG00000104450"
"GO:0030286","CC","GO:0030286","dynein complex",16,0.705101950277045,2.34935273445609,0.000129954515919428,0.0173111246981515,0.015066012538433,608,"tags=81%, list=23%, signal=63%","ENSG00000162643/ENSG00000152760/ENSG00000168589/ENSG00000122735/ENSG00000115423/ENSG00000157856/ENSG00000118307/ENSG00000158486/ENSG00000174844/ENSG00000039139/ENSG00000118997/ENSG00000139537/ENSG00000152763"
"GO:0071735","CC","GO:0071735","IgG immunoglobulin complex",8,0.87589950944342,2.33841790507364,0.000142571998859424,0.0173111246981515,0.015066012538433,123,"tags=88%, list=5%, signal=84%","ENSG00000211897/ENSG00000211895/ENSG00000211592/ENSG00000211892/ENSG00000211896/ENSG00000211677/ENSG00000211679"
"GO:0097729","CC","GO:0097729","9+2 motile cilium",34,0.566126963999712,2.31246579247671,0.000117426021606388,0.0173111246981515,0.015066012538433,735,"tags=71%, list=28%, signal=52%","ENSG00000166596/ENSG00000111834/ENSG00000185681/ENSG00000137473/ENSG00000163060/ENSG00000101222/ENSG00000160188/ENSG00000122735/ENSG00000115423/ENSG00000165164/ENSG00000181378/ENSG00000158486/ENSG00000197748/ENSG00000077327/ENSG00000039139/ENSG00000183346/ENSG00000155875/ENSG00000164972/ENSG00000118997/ENSG00000152582/ENSG00000112981/ENSG00000163075/ENSG00000112530/ENSG00000120051"
"GO:0005929","CC","GO:0005929","cilium",147,0.438633595337761,2.3089428731363,0.000102817191034341,0.0173111246981515,0.015066012538433,631,"tags=48%, list=24%, signal=38%","ENSG00000183644/ENSG00000167858/ENSG00000145491/ENSG00000140057/ENSG00000257057/ENSG00000156206/ENSG00000186973/ENSG00000123977/ENSG00000118492/ENSG00000162643/ENSG00000166596/ENSG00000111834/ENSG00000185681/ENSG00000153789/ENSG00000137473/ENSG00000163263/ENSG00000154099/ENSG00000157330/ENSG00000163060/ENSG00000179902/ENSG00000101222/ENSG00000270765/ENSG00000120262/ENSG00000168589/ENSG00000188931/ENSG00000160188/ENSG00000122735/ENSG00000115423/ENSG00000186710/ENSG00000186471/ENSG00000159625/ENSG00000165164/ENSG00000181378/ENSG00000173947/ENSG00000163885/ENSG00000157856/ENSG00000111837/ENSG00000118307/ENSG00000158486/ENSG00000183690/ENSG00000206113/ENSG00000155761/ENSG00000179270/ENSG00000169126/ENSG00000197748/ENSG00000077327/ENSG00000164675/ENSG00000157578/ENSG00000272514/ENSG00000174844/ENSG00000140090/ENSG00000162456/ENSG00000039139/ENSG00000146038/ENSG00000150628/ENSG00000008226/ENSG00000183346/ENSG00000188596/ENSG00000089101/ENSG00000155875/ENSG00000164972/ENSG00000215217/ENSG00000157423/ENSG00000118997/ENSG00000139537/ENSG00000070729/ENSG00000152582/ENSG00000152763/ENSG00000112981/ENSG00000129295"
"GO:0060294","BP","GO:0060294","cilium movement involved in cell motility",40,0.542673602504015,2.29295420512857,0.000115233924867481,0.0173111246981515,0.015066012538433,669,"tags=65%, list=25%, signal=49%","ENSG00000183644/ENSG00000167858/ENSG00000080572/ENSG00000145491/ENSG00000162643/ENSG00000166596/ENSG00000111834/ENSG00000163060/ENSG00000270765/ENSG00000122735/ENSG00000115423/ENSG00000159625/ENSG00000165164/ENSG00000181378/ENSG00000158486/ENSG00000197748/ENSG00000077327/ENSG00000004809/ENSG00000272514/ENSG00000039139/ENSG00000188596/ENSG00000197889/ENSG00000118997/ENSG00000152582/ENSG00000129295/ENSG00000163075"
"GO:0044782","BP","GO:0044782","cilium organization",94,0.460325524064694,2.28872038611236,0.00010568590150074,0.0173111246981515,0.015066012538433,669,"tags=53%, list=25%, signal=41%","ENSG00000183644/ENSG00000167858/ENSG00000080572/ENSG00000156206/ENSG00000123977/ENSG00000162643/ENSG00000111834/ENSG00000153789/ENSG00000137473/ENSG00000154099/ENSG00000163060/ENSG00000101222/ENSG00000188931/ENSG00000160188/ENSG00000122735/ENSG00000186710/ENSG00000159625/ENSG00000165164/ENSG00000158428/ENSG00000181378/ENSG00000173947/ENSG00000163885/ENSG00000157856/ENSG00000129654/ENSG00000111837/ENSG00000155761/ENSG00000169126/ENSG00000197748/ENSG00000077327/ENSG00000164675/ENSG00000157578/ENSG00000272514/ENSG00000167646/ENSG00000039139/ENSG00000146038/ENSG00000004838/ENSG00000188596/ENSG00000089101/ENSG00000155875/ENSG00000197889/ENSG00000157423/ENSG00000118997/ENSG00000139537/ENSG00000152582/ENSG00000152763/ENSG00000112981/ENSG00000129295/ENSG00000104450/ENSG00000244607/ENSG00000163075"
"GO:0050853","BP","GO:0050853","B cell receptor signaling pathway",15,0.699095698436507,2.28350704414944,0.000130907186804556,0.0173111246981515,0.015066012538433,370,"tags=67%, list=14%, signal=58%","ENSG00000211897/ENSG00000211895/ENSG00000211890/ENSG00000211592/ENSG00000211892/ENSG00000211896/ENSG00000211679/ENSG00000153064/ENSG00000211899/ENSG00000211685"
